pair_id,region,question,A_name,B_name,agent_label,rule,note
CO0388,CO,ENTITY - same firm?,Y & K EXCAVATION,J&M Excavation,DIFFERENT,R1,Y&K Excavation vs J&M Excavation
CO0389,CO,ENTITY - same firm?,EAGLE RIDGE GROUP INC.,EAGLE RIDGE GROUP INC.,SAME,R4,"Eagle Ridge Group, Longmont both"
CO0390,CO,ENTITY - same firm?,"AUTHENTIC DRILLING, INC","Authentic Drilling, Inc.",DIFFERENT,R5,"Authentic Drilling, Larkspur vs Kiowa"
CO0391,CO,ENTITY - same firm?,COLORADO AGGREGATE RECYCLING LLC,COLORADO AGGREGATE RECYCLING LLC,SAME,R0,"8900 CO-93, Golden both; unit on one side only"
CO0392,CO,ENTITY - same firm?,"Fasick Concrete, Inc.",FASICK CONCRETE INC.,SAME,R4,"Fasick Concrete, Lakewood 80214 both, different street"
CO0393,CO,ENTITY - same firm?,UNIVERSITY OF COLORADO,UNIVERSITY OF COLORADO,SAME,R4,"University of Colorado, Boulder 80309 both"
CO0394,CO,ENTITY - same firm?,"BEE-LINE SPRINKLER, INC.","BEE-LINE SPRINKLER, INC.",SAME,R4,"Bee-Line Sprinkler, Brighton 80601 both"
CO0395,CO,ENTITY - same firm?,"CRG CONSTRUCTION, INC.","CRG CONSTRUCTION, INC.",SAME,R4,"CRG Construction, Bayfield 81122 both"
CO0396,CO,ENTITY - same firm?,TRULOVE EXCAVATING LLC,TRULOVE EXCAVATING LLC,SAME,R4,"Trulove Excavating, New Castle both, street vs PO Box"
CO0397,CO,ENTITY - same firm?,"AIRGAS - INTERMOUNTAIN, INC.","AIRGAS - INTERMOUNTAIN, INC.",DIFFERENT,R5,"Airgas-Intermountain, Fort Collins CO vs West Valley City UT"
CO0398,CO,ENTITY - same firm?,"DDC, LLC","DDC, LLC",SAME,R4,"DDC LLC, Crested Butte both"
CO0399,CO,ENTITY - same firm?,R. E. MONKS CONSTRUCTION COMPANY,R E MONKS CONSTRUCTION CO,SAME,R0,"8355 Vollmer Rd both, Colorado Springs; CO = COMPANY"
CO0400,CO,ENTITY - same firm?,L&L READY MIX,L & L READY MIX,SAME,R4,"L&L Ready Mix, Haxtun 80731 both"
CO0401,CO,ENTITY - same firm?,"LENGEL, MARK L","LENGEL, MARK L",SAME,R4,"Same person Lengel Mark L, Burlington both, different Hwy 385 number"
CO0402,CO,ENTITY - same firm?,"C & M RODRIGUEZ SERVICES, INC.","C & M RODRIGUEZ SERVICES, INC.",SAME,R4,"C&M Rodriguez Services, Fort Lupton both"
CO0403,CO,ENTITY - same firm?,"PATE CONCRETE CONTRACTORS, INC.","Pate Concrete Contractors, Inc.",DIFFERENT,R5,"Pate Concrete Contractors, Littleton vs Henderson"
CO0404,CO,ENTITY - same firm?,"DIA CONSTRUCTION, INC.","DIA CONSTRUCTION, INC.",SAME,R4,"DIA Construction, De Beque both"
CO0405,CO,ENTITY - same firm?,FLATIRON EQUIPMENT INC.,FLATIRON EQUIPMENT INC.,SAME,R0,"8127 W I-25 Frontage Rd both, Erie"
CO0406,CO,ENTITY - same firm?,"NUTRIEN AG SOLUTIONS, INC.","NUTRIEN AG SOLUTIONS, INC.",DIFFERENT,R5,"Nutrien Ag Solutions, Loveland CO vs Morganfield KY"
CO0407,CO,ENTITY - same firm?,"CLASSIC CONCRETE INC, A CORPORATION",CLASSIC CONCRETE LLC,DIFFERENT,F1,"Classic Concrete INC (A CORPORATION stripped, C3) vs LLC"
CO0408,CO,ENTITY - same firm?,COLOSCAPES CONCRETE LLC,"COLOSCAPES CONCRETE, INC.",DIFFERENT,F1,"Coloscapes Concrete LLC vs INC, both Windsor; suffix is identity"
CO0409,CO,ENTITY - same firm?,"DAVID R. HAAS, INC.","DAVID R. HAAS, INC.",SAME,R4,"David R Haas Inc, Elizabeth both"
CO0410,CO,ENTITY - same firm?,UNIVERSITY OF COLORADO,UNIVERSITY OF COLORADO,DIFFERENT,R5,"University of Colorado, Denver vs Boulder"
CO0411,CO,ENTITY - same firm?,"SPRIGGS EXCAVATION, INC.","SPRIGGS EXCAVATION, INC.",SAME,R4,"Spriggs Excavation, Durango 81301 both"
CO0412,CO,ENTITY - same firm?,CITY & COUNTY OF DENVER,CITY & COUNTY OF DENVER,SAME,R4,"City & County of Denver, Denver both, different address"
CO0413,CO,ENTITY - same firm?,LUNA TRUCKING CORP.,LUNA TRUCKING CORP.,SAME,R0,"1200 E 18th Way both, Rifle"
CO0414,CO,ENTITY - same firm?,"PRECISION STRUCTURES, INC.","PRECISION STRUCTURES, INC.",SAME,R4,"Precision Structures, Eagle both, street vs PO Box"
CO0415,CO,ENTITY - same firm?,"NoCo Property Holdings, LLC","NOCO PROPERTY HOLDINGS, LLC",SAME,R0,"27034 City/County Road 15, Johnstown; typo on one side"
CO0416,CO,ENTITY - same firm?,REPUBLIC FINANCIAL CORPORATION,Republic Financial Corporation,DIFFERENT,R5,"Republic Financial, Greenwood Village vs Denver"
CO0417,CO,ENTITY - same firm?,"HANSCOME DAIRY, LLC","HANSCOME DAIRY, LLC",SAME,R4,"Hanscome Dairy, Kersey both, different CR 42 number"
CO0418,CO,ENTITY - same firm?,"DUEXIN, LLC","Duexin, LLC",SAME,R0,"21506 WCR 1 = 21506 Weld County Road 1, Berthoud"
CO0419,CO,ENTITY - same firm?,SITE DEVELOPMENT LLC,SITE DEVELOPMENT LLC,SAME,R0,"90 S Cascade Ave Unit 1500 both, Colorado Springs"
CO0420,CO,ENTITY - same firm?,GONZO  LLC,GONZO LLC,SAME,R4,"Gonzo LLC, De Beque both, street vs PO Box"
CO0421,CO,ENTITY - same firm?,"S & B DRILLING, LLC","S & B DRILLING, LLC",DIFFERENT,R5,"S&B Drilling, Williston ND vs Glenwood Springs CO"
CO0422,CO,ENTITY - same firm?,"CCH, INC.","CCH, Inc.",SAME,R4,"CCH Inc, Steamboat Springs both (80487/80477)"
CO0423,CO,ENTITY - same firm?,TNT LANDSCAPING INC.,TNT Landscaping Inc.,SAME,R4,"TNT Landscaping, Colorado Springs both"
CO0424,CO,ENTITY - same firm?,NEILS EXCAVATION AND GENERAL CONTRACTING INC A CORPORATION,NEILS EXCAVATION AND GENERAL CONTRACTING INC A CORPORATION,SAME,R4,"Identical name, Ignacio both, different county road number"
CO0425,CO,ENTITY - same firm?,M&M Pipeline Services Inc.,"M & M PIPELINE SERVICES, INC",SAME,R0,"15724 County Road (18), Fort Lupton both sides"
CO0426,CO,ENTITY - same firm?,"C4 Excavating, Inc.","C4 EXCAVATING, INC.",DIFFERENT,R5,"C4 Excavating, Erie vs Aurora"
CO0427,CO,ENTITY - same firm?,"Villalobos Construction Co, LLC",VILLALOBOS CONSTRUCTION COMPANY LLC,SAME,R4,"Villalobos Construction CO = COMPANY, Denver both"
CO0428,CO,ENTITY - same firm?,"CJM EXCAVATING, LLC","CJM EXCAVATING, LLC",DIFFERENT,R5,"CJM Excavating, Fountain vs Peyton"
CO0429,CO,ENTITY - same firm?,"HIGHPLAINS EXCAVATING, INC.","HIGHPLAINS EXCAVATING, INC.",SAME,R0,"909 W 62 Ave = 909 W 62nd Ave, Denver (C8 ordinals)"
CO0430,CO,ENTITY - same firm?,UNITED COMPANIES OF MESA COUNTY,"UNITED COMPANIES OF MESA COUNTY, INC.",DIFFERENT,R5,Grand Junction CO vs Ogden UT; R2 suffix truncation cannot outrank R5
CO0431,CO,ENTITY - same firm?,UNIVERSITY OF COLORADO,UNIVERSITY OF COLORADO,SAME,R4,"University of Colorado, Denver both, different street"
CO0432,CO,ENTITY - same firm?,"DIRECT MARKETING EXCELLENCE, INC.","DIRECT MARKETING EXCELLENCE, INC.",DIFFERENT,R5,"Direct Marketing Excellence, Littleton vs Denver"
CO0433,CO,ENTITY - same firm?,"CONCRETE WORKS OF COLORADO, INC.","CONCRETE WORKS OF COLORADO, INC.",SAME,R4,"Concrete Works of Colorado, Lafayette both, different street number"
CO0434,CO,ENTITY - same firm?,KB CUSTOM AG SERVICES LLC,KB CUSTOM AG SERVICES LLC,SAME,R4,"KB Custom Ag Services, Hartley both; the 80615 ZIP is a data error (S2)"
CO0435,CO,ENTITY - same firm?,BRUNDAGE BONE CONCRETE PUMPING INC,BRUNDAGE BONE CONCRETE PUMPING INC,DIFFERENT,R5,"Brundage Bone, Thornton vs Denver; shared ZIP prefix does not defeat R5"
CO0436,CO,ENTITY - same firm?,"CUSTOM MILLING CENTER, INC.",CUSTOM MILLING CENTER INC,DIFFERENT,R5,"Custom Milling Center, Floral Park vs Miller Place NY"
CO0437,CO,ENTITY - same firm?,COLORADO CULTIVARS,COLORADO CULTIVARS,DIFFERENT,R5,"Colorado Cultivars, Eaton vs Boulder"
CO0438,CO,ENTITY - same firm?,"WASTE MANAGEMENT OF COLORADO, INC.","WASTE MANAGEMENT OF COLORADO, INC.",DIFFERENT,R5,"Waste Management of Colorado, Denver vs Aurora"
CO0439,CO,ENTITY - same firm?,Solid Rock Excavation LLC,SOLID ROCK EXCAVATION LLC,SAME,R4,"Solid Rock Excavation, Parker both"
CO0440,CO,ENTITY - same firm?,CB Services LLC,CB Services LLC,SAME,R0,"27385 County Road 66 = 27385 CR 66; GILL, = GILL (C6)"
CO0441,CO,ENTITY - same firm?,TRI-STATE GENERATION & TRANSMISSION,"TRI-STATE GENERATION AND TRANSMISSION ASSOCIATION, INC.",DIFFERENT,R5,"Tri-State G&T, Denver vs Westminster; R2 cannot outrank R5"
CO0442,CO,ENTITY - same firm?,M&M EXCAVATING LLC,"M & M EXCAVATION, INC.",DIFFERENT,F1,M&M Excavating LLC vs M&M Excavation Inc; suffix and stem both differ
CO0443,CO,ENTITY - same firm?,NEWPARK MATS & INTEGRATED SERVICES LLC,NEWPARK MATS & INTERGRATED SERVICES LLC,SAME,R2,INTERGRATED is a typo of INTEGRATED; identical address
CO0444,CO,ENTITY - same firm?,"TAMERREL EXCAVATION, INC.","TAMERRELL EXCAVATION , A CORPORATION",DIFFERENT,R5,"Tamerrel(l) typo aside, Rifle vs Silt; R2 cannot outrank R5"
CO0445,CO,ENTITY - same firm?,"GARDNER EXACVATING, INC.","GARDNER EXCAVATING, INC.",DIFFERENT,R5,"Gardner Exacvating typo aside, Alamosa vs Parachute"
CO0446,CO,ENTITY - same firm?,C&F EXCAVATION LLC,"C & H EXCAVATION, LLC",DIFFERENT,P7,C&F vs C&H Excavation; single letter is content
CO0447,CO,ENTITY - same firm?,Colorado State University,COLORADO STATE UNIVERSITY PUEBLO,DIFFERENT,R7,Colorado State University vs CSU Pueblo; named sub-institution of one family
CO0448,CO,ENTITY - same firm?,"HEATH ANDREATTA EXCAVATION, LLC","HEATH ANDREATTA EXVACATION, LLC",DIFFERENT,R5,"Heath Andreatta, Walsenburg vs La Veta despite the EXVACATION typo"
CO0449,CO,ENTITY - same firm?,LAKEWOOD SITE UTILITES INC.,LAKEWOOD SITE UTILITIES INC,SAME,R0,"UTILITES is a typo of UTILITIES; same 2290 Bell Court, Lakewood"
CO0450,CO,ENTITY - same firm?,J & C EARTHWORKS,H&M EARTHWORX,DIFFERENT,R1,J&C Earthworks vs H&M Earthworx
CO0451,CO,ENTITY - same firm?,"COLORADO CRANE, INC.","COLORADO CRANE IV, INC.",DIFFERENT,R7,"Colorado Crane Inc vs Colorado Crane IV Inc; numbered SPE, not an outlet"
CO0452,CO,ENTITY - same firm?,ENSIGN UNITED STATES DRILLING INC.,Ensign United States Drilling (S.W.) Inc.,DIFFERENT,R7,Ensign US Drilling vs Ensign US Drilling (S.W.); sibling entities
CO0453,CO,ENTITY - same firm?,"A. J. CONSTRUCTION, INC.","A.J. CONSTRUCTION, INC.",SAME,R0,"A.J. = A. J. after C2; same 878 CR 252, Durango"
CO0454,CO,ENTITY - same firm?,C&B EXCAVATING,C & H EXCAVATION,DIFFERENT,P7,C&B vs C&H Excavation; single letter is content
CO0455,CO,ENTITY - same firm?,"BC EXCAVATING, INC.",BC EXCAVATION INC,DIFFERENT,R5,BC Excavating Brighton vs BC Excavation Rifle; no shared address
CO0456,CO,ENTITY - same firm?,"POLAIRS DRILLING, INC","POLARIS DRILLING, INC",SAME,R0,"POLAIRS is a typo of POLARIS; same PO Box 214, Loma"
CO0457,CO,ENTITY - same firm?,H & J CONCRETE LLC,"H & L CONCRETE, INC.",DIFFERENT,P7,H&J vs H&L Concrete is named in P7 as DIFFERENT
CO0458,CO,ENTITY - same firm?,JBS PIPELINE CONTRACTOR,PIPELINE CONTRACTORS,DIFFERENT,R1,JBS Pipeline Contractor vs Pipeline Contractors; trade words only
CO0459,CO,ENTITY - same firm?,CRESTED BUTTE MOUNTAIN RESORT,CRESTED BUTTE MOUNTAINN RESORT INC,SAME,R4,"MOUNTAINN typo; Crested Butte 81225 both, street vs PO Box"
CO0460,CO,ENTITY - same firm?,DOUBLE D CONSTRUCTION LLC,DOUBLE S CONSTRUCTION LLC,DIFFERENT,R1,Double D vs Double S Construction
CO0461,CO,ENTITY - same firm?,NELSON PIPELINE CONST INC,NELSON PIPELINE CONSTRUCTORS LLC,DIFFERENT,F1,Nelson Pipeline Const Inc vs Constructors LLC at one address; INC != LLC
CO0462,CO,ENTITY - same firm?,"ECI CONSTRUCTION SITE MANAGEMENT, INC.","ECI SITE CONSTRUCTION MANAGEMENT, INC.",SAME,R4,"ECI, same token set transposed, Loveland both; read as a register transposition"
CO0463,CO,ENTITY - same firm?,"K & B Constructions, Inc","K & D CONSTRUCTION, INC.",DIFFERENT,P7,K&B vs K&D Construction; single letter is content
CO0464,CO,ENTITY - same firm?,MINING & ENVIROMENTAL SERVICES LLC,MINING & ENVIRONMENTAL SERVICE,SAME,R4,ENVIROMENTAL typo; Idaho Springs 80452 both
CO0465,CO,ENTITY - same firm?,"C & C ENTERPRISES, INC.",C AND M ENTERPRISES INC.,DIFFERENT,P7,C&C vs C AND M Enterprises; single letter is content
CO0466,CO,ENTITY - same firm?,H&F EXCAVATION LLC,"H & H EXCAVATION, INC",DIFFERENT,P7,H&F vs H&H Excavation; single letter is content
CO0467,CO,ENTITY - same firm?,"DOLORES COUNTY, COLORADO","OTERO COUNTY, COLORADO",DIFFERENT,R1,Dolores County vs Otero County; different bodies
CO0468,CO,ENTITY - same firm?,"BC Excavating, Inc.",BC EXCAVATION INC,SAME,R4,"BC Excavating/Excavation Inc, Rifle both; stem variant read as R2"
CO0469,CO,ENTITY - same firm?,GOLDEN CONCRETE & EXCAVATION INC,GOLDEN CONCRETE & EXCAVATION INC A CORPORATION,DIFFERENT,R5,A CORPORATION stripped (C3); Lakewood vs Denver
CO0470,CO,ENTITY - same firm?,"B & G EQUIPMENT, INC.","B & H EQUIPMENT, LLC",DIFFERENT,P7,B&G vs B&H Equipment is named in P7 as DIFFERENT
CO0471,CO,ENTITY - same firm?,BROWN BROTHERS ASPHALT & CNC,Brown Brothers Asphalt and Concrete,DIFFERENT,R5,"CNC = CONCRETE, but Centennial vs Englewood; R2 cannot outrank R5"
CO0472,CO,ENTITY - same firm?,Colorado State University,COLORADO STATE UNIVERSITY ARDEC,DIFFERENT,R7,CSU vs CSU ARDEC; a named sub-unit is not the parent
CO0473,CO,ENTITY - same firm?,"CAP EXCAVATING, INC.",CAP XCAVATING CO. LLC,DIFFERENT,F1,CAP Excavating INC vs CAP Xcavating CO LLC at one PMB; INC != LLC
CO0474,CO,ENTITY - same firm?,J & C EXCAVATING LLC,"J. AND S. EXCAVATING, INC.",DIFFERENT,P7,J&C Excavating vs J AND S Excavating
CO0475,CO,ENTITY - same firm?,"DOUBLE S FARMS, INC.","DOUBLE S J FARMS, LLC",DIFFERENT,R1,Double S Farms Inc vs Double S J Farms LLC; extra token plus F1 suffix clash
CO0476,CO,ENTITY - same firm?,"CONCRETE WORKS OF COLORADO, INC","CONCRETE WORKS OF COLORAOD, INC.",SAME,R0,"COLORAOD is a typo of COLORADO; same 250 N Main St, Brighton"
CO0477,CO,ENTITY - same firm?,B D G DIRECTIONAL DRILLING LLC,B D G DIRECTIONAL DRILLING LLC A CORPORATION,SAME,R4,A CORPORATION stripped (C3); Colorado Springs both
CO0478,CO,ENTITY - same firm?,"AMERICAN BORING AND CASING, LLC",AMERICAN BORING & CASING A CORPORATION,SAME,R4,"A CORPORATION stripped, & = AND; Grand Junction both"
CO0479,CO,ENTITY - same firm?,P & M EXCAVATING,J & P EXCAVATION,DIFFERENT,P7,P&M vs J&P Excavation; letters are content
CO0480,CO,ENTITY - same firm?,MC CONSTRUCTION,MD CONSTRUCTION,DIFFERENT,R6,MC vs MD Construction at one address; P7 makes the letter content
CO0481,CO,ENTITY - same firm?,"Snow's Speciality Drilling, Inc.","Snow's Specialty Drilling, Inc.",SAME,R0,"SPECIALITY typo; same 8500 E Warren Ave, Denver"
CO0482,CO,ENTITY - same firm?,"ARAPAHOE UTILITIES & INFRASTRUCTURE, INC.","ARAPAHOE UTILITIES & INFRASTURCTURE, INC.",SAME,R4,"INFRASTURCTURE typo; Englewood 80112 both, Fremont Ave"
CO0483,CO,ENTITY - same firm?,"AP SERVICES & INVESMENTS, INC.","AP SERVICES & INVESTMENTS, INC.",SAME,R4,INVESMENTS typo; Grand Junction 81507 both
CO0484,CO,ENTITY - same firm?,"HELTON BACK HOE SERVICE, INC.","HELTON BACKHOE SERVICE, INC.",SAME,R4,BACK HOE = BACKHOE (C2 join); Frisco both
CO0485,CO,ENTITY - same firm?,BELL FARMS INC,BELL FARMS II INC,DIFFERENT,R7,"Bell Farms Inc vs Bell Farms II Inc; numbered series, separate charters"
CO0486,CO,ENTITY - same firm?,ASPHALT SPECIALITIES CO INC,ASPHALT SPECIALTIES CO INC,SAME,R4,SPECIALITIES typo; Henderson 80640 both
CO0487,CO,ENTITY - same firm?,BOLTON FENCING AND CONSTRUCTION,"BOLTON FENCING AND OCNSTRUCTION, LLC",SAME,R4,"OCNSTRUCTION typo, LLC is a truncation; Meeker both"
CO0488,CO,ENTITY - same firm?,MD CONSTRUCTION,SEMA CONSTRUCTION,DIFFERENT,R1,MD Construction vs SEMA Construction
CO0489,CO,ENTITY - same firm?,RELIABLE CONCRETE CUTTING & CO,RELIABLE CONCRETE CUTTING & CORING INC.,DIFFERENT,R5,"& CO truncates & CORING, but Denver vs Thornton"
CO0490,CO,ENTITY - same firm?,"Recyced Materials Company, Inc","RECYCLED MATERIALS COMPANY, INC.",DIFFERENT,R5,"Recyced typo aside, Denver vs Arvada is named in R5"
CO0491,CO,ENTITY - same firm?,E & J Concrete Incorporated,E&M CONCRETE LLC,DIFFERENT,P7,E&J Concrete Incorporated vs E&M Concrete LLC
CO0492,CO,ENTITY - same firm?,Double R Excavating,"DOUBLE R EXCAVATING, INC.",DIFFERENT,R5,"Double R Excavating, Kiowa vs Sedalia"
CO0493,CO,ENTITY - same firm?,PAULSON ENTERPRISE OF CENTER LLC,PAULSON ENTERPRISES OF CENTER LLC,SAME,R0,"ENTERPRISE/ENTERPRISES; same 937 CO Rd 46, Center"
CO0494,CO,ENTITY - same firm?,"Colorado Crushing, Inc.","COLORADO TRUCKWASHING, LLC",DIFFERENT,R1,Colorado Crushing vs Colorado Truckwashing
CO0495,CO,ENTITY - same firm?,MCATEE CONSTRUCTION COMPANY,MCATEE CPONSTRUCTION COMPANY,SAME,R4,"CPONSTRUCTION typo; Sterling both, PO Box vs street"
CO0496,CO,ENTITY - same firm?,"M & C FARMS, INC.","M & S FARMS, INC.",DIFFERENT,P7,M&C vs M&S Farms is named in P7 as DIFFERENT
CO0497,CO,ENTITY - same firm?,JDR EXCAVATING,RDM EXCAVATING,DIFFERENT,R1,JDR Excavating vs RDM Excavating
CO0498,CO,ENTITY - same firm?,ROCKY MOUNTAIN ESCAVATING INC,"ROCKY MOUNTAIN EXCAVATING, INC.",DIFFERENT,R5,"ESCAVATING typo aside, Lakewood vs Louviers"
CO0499,CO,ENTITY - same firm?,"Gorilla Demolition, LLC",GORILLA DEMOLITIONS LLC,DIFFERENT,R5,"Gorilla Demolition(s), Englewood vs Northglenn"
CO0500,CO,ENTITY - same firm?,"SPALLONE CONSTRUCTION, INC.",SPALLONE CONSTSRUCTION INC,SAME,R4,CONSTSRUCTION typo; Gunnison 81230 both
CO0501,CO,ENTITY - same firm?,DIA CONSTRUCTION,JD CONSTRUCTION,DIFFERENT,R1,DIA Construction vs JD Construction
CO0502,CO,ENTITY - same firm?,A BLASI & SON TRUCKING & EARTH MOVING INC,A BLASI AND SON TRUCKING & EARTHMOVING INC A CORPORATION,SAME,R4,"AND = &, EARTHMOVING joined, A CORPORATION stripped; Trinidad both"
CO0503,CO,ENTITY - same firm?,"DIAMOND K, INC.",DIAMOND T,DIFFERENT,R1,Diamond K Inc vs Diamond T
CO0504,CO,ENTITY - same firm?,CITY & COUNTY OF DENVER,CITY & COUNTY OF DENVER/DIA,DIFFERENT,R7,City & County of Denver vs its DIA sub-unit
CO0505,CO,ENTITY - same firm?,"ASPHALT SPECIALITIES CO., INC.",Asphalt Specialties Co Inc,DIFFERENT,R5,"SPECIALITIES typo aside, Henderson vs Erie"
CO0506,CO,ENTITY - same firm?,"THOUTT BROTHER CONCRETE CONTRACTORS, INC.","THOUTT BROTHERS CONCRETE CONTRACTORS, INC.",SAME,R0,"BROTHER/BROTHERS; same 5460 Tennyson St, Denver"
CO0507,CO,ENTITY - same firm?,"BRUNDAGE-BONE CONCRETE PUMPING, INC.","BRUNDAGE-BONE CONCRETE PUMPINT, INC.",SAME,R0,"PUMPINT typo; same 6461 Downing St, Denver"
CO0508,CO,ENTITY - same firm?,"RACING ASSOCIATES OF COLORADO, LTD.","RACING ASSOCIATES OF COLORADO, LT",SAME,R0,"LT truncates LTD; same 26000 E Quincy, Aurora"
CO0509,CO,ENTITY - same firm?,MTN SOLAR 4 LLC,MTN SOLAR 5 LLC,DIFFERENT,F3,MTN Solar 4 vs 5; founder ruling names CO0509 as DIFFERENT under R7
CO0510,CO,ENTITY - same firm?,"C&B EXCAVATING, INC.","C & H EXCAVATION, LLC",DIFFERENT,P7,C&B vs C&H Excavating; single letter is content
CO0511,CO,ENTITY - same firm?,"TRIPLE C FARMS, INC.","TRIPLE-H FARMS, INC.",DIFFERENT,P7,Triple C vs Triple-H Farms; letter is content
CO0512,CO,ENTITY - same firm?,"EWING TRUCKING AND CONSTRUCTION, LLC","EWING TRUCKING AND CONSTURCTION, LLC",SAME,R0,"CONSTURCTION typo; same 028 2nd St Ste/Unit 212, Edwards"
CO0513,CO,ENTITY - same firm?,"H & H EXCAVATING, INC",H & H Excavation Inc.,DIFFERENT,R5,"H&H Excavating/Excavation, Gill vs Evans"
CO0514,CO,ENTITY - same firm?,D&D Concrete LLC,D & M  CONCRETE  LLC,DIFFERENT,P7,D&D vs D&M Concrete; single letter is content
CO0515,CO,ENTITY - same firm?,CITY OF COLORADO SPRINGS PIKE PEAK,CITY OF COLORADO SPRINGS / PIKES PEAK,SAME,R4,PIKE/PIKES PEAK typo; Colorado Springs both
CO0516,CO,ENTITY - same firm?,F & DD FARMS,H & H FARMS,DIFFERENT,R1,F&DD Farms vs H&H Farms
CO0517,CO,ENTITY - same firm?,DOUBLE M FARMS,DOUBLE J FARMS LLC,DIFFERENT,R1,Double M Farms vs Double J Farms LLC
CO0518,CO,ENTITY - same firm?,"BOLTON FENCING AND CONSTRUCTION, LLC","BOLTON FENCING AND OCNSTRUCTION, LLC",SAME,R4,"OCNSTRUCTION typo; Bolton Fencing, Meeker both"
CO0519,CO,ENTITY - same firm?,M2 CONCRETE AND EXCAVATING INC,M2 Concrete & Excavation Inc,SAME,R4,"M2 Concrete, AND = &, Denver both, different street"
CO0520,CO,ENTITY - same firm?,"FELIX CHAVEZ & SON CONSTRUCTION, LLC",FELIX CHAVEZ AND SONS CONSTRUCTION,DIFFERENT,R5,SON vs SONS and Midland TX vs Weston CO; no shared address
CO0521,CO,ENTITY - same firm?,"EXCAVATING SERVICES COMPANY,  INC.","Excavation Services, Inc.",DIFFERENT,R1,"Excavating Services Company vs Excavation Services; different names, Fort Collins vs Carbondale"
CO0522,CO,ENTITY - same firm?,SCHOFIELD EXCATION INC.,Schofield Excavation Inc.,SAME,R4,"EXCATION is a typo of Excavation; same city Gypsum, neighbouring street numbers"
CO0523,CO,ENTITY - same firm?,WES MOODY CONSTRUCTION LLC,WESLEY MOODY CONSTRUCTION LLC,SAME,R2,WES is an abbreviation of WESLEY; identical address 729 Rimrock Dr
CO0524,CO,ENTITY - same firm?,TAMEREL EXCAVATION INC,"Tamerrel Excavation, Inc.",DIFFERENT,R5,"Same name after typo cleanup but Silt vs Parachute, no shared address"
CO0525,CO,ENTITY - same firm?,J&D EXCAVATING LLC,"J & J EXCAVATING CS, LLC",DIFFERENT,R1,P7: J&D vs J&J are content letters in a company name; different cities
CO0526,CO,ENTITY - same firm?,"RUNDLE CONSTRUCTION, INC","RUNDLE CONSTRUCTIONS, INC",SAME,R4,"CONSTRUCTION/CONSTRUCTIONS is a spelling variant; same city Hotchkiss, different address"
CO0527,CO,ENTITY - same firm?,"CONCRETE EXPERTS, LLC","CONCRETE EXPRESS, INC.",DIFFERENT,R1,Concrete Experts LLC vs Concrete Express Inc; different names and cities
CO0528,CO,ENTITY - same firm?,DIRTWORK CONSTRUCITON CO,DIRTWORKS CONSTRUCTION LLC,DIFFERENT,F1,"DIRTWORK CO vs DIRTWORKS LLC; entity type is identity, suffix differs"
CO0529,CO,ENTITY - same firm?,"B AND B EXCAVATING, INC.","B&S EXCAVATION, LLC",DIFFERENT,R1,B AND B vs B&S; P7 letters are content; Edwards vs Austin
CO0530,CO,ENTITY - same firm?,LCM Landscape & Design LLC,LCM LANDSCAPES & DESIGN,SAME,R4,"LCM Landscape(s) & Design, suffix omitted on one side; same city, adjacent numbers"
CO0531,CO,ENTITY - same firm?,"EARTH'S CREATION LANDSCAPEING, INC.","EARTH'S CREATION LANDSCAPING, INC.",SAME,R2,LANDSCAPEING is a typo; identical address 39550 US Hwy 24
CO0532,CO,ENTITY - same firm?,"J & A SERVICES, LLC","J & F SERVICES, INC.",DIFFERENT,R1,"J & A vs J & F Services, LLC vs INC, Sidney MT vs Fort Lupton"
CO0533,CO,ENTITY - same firm?,"K & K CONCRETE, INC.","K AND W CONCRETE, INC.",DIFFERENT,R1,P7: K&K vs K AND W are different company names; Ridgway vs Basalt
CO0534,CO,ENTITY - same firm?,J&A FARMS LLC,"J & M FARMS, LLC",DIFFERENT,R1,J&A vs J&M Farms; P7 letters are content; Weskan KS vs Peetz CO
CO0535,CO,ENTITY - same firm?,"HIGH COUNTRY PIPELINE CONTRACTORS, INC.",HIGH COUNTRY PIPELINE CONTRACTORS INC A CORPORATION,SAME,R0,C3 strips trailing A CORPORATION; identical name and PO Box 670 Penrose
CO0536,CO,ENTITY - same firm?,COAL CREEK EXCAVATING INC,Coal Creek Excavation Inc,SAME,R4,"Excavating/Excavation variant on one stem; both Boulder, different address"
CO0537,CO,ENTITY - same firm?,"CEC SOLAR #1081, LLC","CEC SOLAR #1098, LLC",DIFFERENT,F3,CEC SOLAR #1081 vs #1098 are separately chartered numbered SPEs
CO0538,CO,ENTITY - same firm?,"C&B EXCAVATING, INC.","C & H Excavation, LLC",DIFFERENT,R1,C&B vs C&H; P7 letters are content; Cascade vs Ault
CO0539,CO,ENTITY - same firm?,CREATE INC.,"CREATIVE, INC.",DIFFERENT,R1,CREATE vs CREATIVE are different words; Buena Vista vs Morrison
CO0540,CO,ENTITY - same firm?,ASPHALT SPECIALITIES CO INC,"ASPHALT SPECIALTIES CO., INC.",DIFFERENT,R5,"SPECIALITIES/SPECIALTIES same name, but Henderson vs Erie, no shared address"
CO0541,CO,ENTITY - same firm?,BACHELOR GULCH METRO DIST,BACHELOR GULCH METRO DISTRICT,SAME,R2,DIST abbreviates DISTRICT; identical address 28 Second St Ste 213
